ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10023,AYTMFFWOSKKAALLOOOK,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,152 patients,AL_SCIP-INF-4
22,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,O,36116,MONTGOMERY,3342882100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,575 patients,AL_SCIP-INF-6
10023,BAPTIST MEDICAL CENTER SOUTH,2211  SSSPJHH  BBJEEVVAADD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,98%,179 patients,AL_SCIP-VTE-1
10029,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Acute Care Hospitals,Voluntary non-profit - Church,YYdd,Surgical Infection Prevention,SCIP-VTE-2,aattiieesswwypltqmmeejg    qtthhr  fii  ttiikw((wwrii22hhpuurrz  bbrglrrpqeerryjrii  ssihrrri  hhdllo  pprrwvveenngbbooox  cclaarweccdttaa  ytee  gwjftryy,92%,66 patients,AL_PN-7
10024,JJSISSOONN  SSKTTSO    CCNNCC  IIBCC,205 MARENGO STREET,MONTGOMERY,AL,36106,LEE,3342938000,Acute Care Hospitals,VVlyjraayy  --pppcug  rrb,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,95%,111 patients,AL_AMI-1
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342228466,Acute Care Hospitals,Voluntary non-profit - Private,Yes,JwaafttQcckk,AMI-2,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),92%,165 patients,AL_AMI-2
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,MMII,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),79%,24 patients,AL_AMI-3
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,333322338800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,97%,65 patients,AL_PN-4
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36201,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,95%,173 patients,AL_AMI-5
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,ppaagiinnttd,AL_AMI-7A
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,40%,15 patients,AL_AMI-8A
10032,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,4455,430 patients,AL_SCIP-INF-2
10024,JACKSON HOSPITAL & CLINIC INC,2255  ONNEE  SSREETT,MONTGOMERY,AL,6600,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,GC--22,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,90%,518 patients,AL_HF-2
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,ooimraarroonn--ppfpgott--PPiivvsttee,Yes,HHrf  aaiiojrree,HF-3,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,85%,146 patients,AL_HF-3
10006,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,YYeew,Heart Failure,HF-4,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,99%,93 patients,AL_HF-4
10055,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,S,36106,MONTGOMERY,3344223300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,%%,243 patients,AL_AMI-2
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,GUNTERSVILLE,AL,36106,MMOOMGGINDRRT,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,nneeymmmuaaaamr  ShhoosseenniigkaaRkwrmu  TpookHlldd  ylli  sz  rrdifd  PPrriiprrTTpGhhnmssyaakoonnOOr  TT  iirGpdppiittqllDDizLgQriibbiipttcc,95%,230 patients,AL_PN-3B
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,91%,74 patients,AL_PN-4
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3347493411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,PPnooiiaa  aattiieebss  HceeKiittsAAttiibbooocc((wwttnn  66HHtaSffttwAAkgqll,88%,233 patients,AL_PN-5C
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,2054877736,Acute Care Hospitals,Voluntary non-profit - Church,YYeew,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),82%,9977  riiby,AL_PN-6
10024,JACKSON HOSPITAL & CLINIC INC,400 NORTHWOOD DR,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Ojnniis,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,22,184 patients,AL_PN-7
10024,ST VINCENTS BLOUNT,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Corrt  nnoom--pprridiitt--Otiibs,YYrd,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,67%,  ppaattudmyss,AL_HF-2
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,AAr  CC  HHooso,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,844 patients,AL_SCIP-INF-1
10024,JACKSON HOSPITAL & CLINIC INC,1007 GOODYEAR AVENUE,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,YYeew,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,827 patients,AL_SCIP-INF-2
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,HUNTSVILLE,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),67%,817 patients,AL_PN-5C
10024,JACKSON HOSPITAL & CLINIC INC,1122UBDAYFEEEE,MONTGOMERY,AA,36106,MMPGGLNEEFT,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,72%,270 patients,AL_SCIP-INF-4
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),97%,1062 patients,AL_SCIP-INF-6
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,KOOMGGIMMYY,AL,36106,MONTGOMERY,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,92%,263 patients,AL_SCIP-VTE-1
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,0066,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,SSjfhkaaOfiipbrreenniiooj,AMI-5,oqiinnttwhhl  tt  rrrmmnngsttd  tiigttiiee  ((ehhiinn  hhoouurra  ffooee  aaffttdrrhhwrrwtggrr  hheeopp  orrwvv  bbkxxkpttssffyeerr  cceeogrz  ffyvrrt,87%,9 patients,AL_SCIP-VTE-2
10025,G H LANIER MEMORIAL HOSPITAL,00  88TT  ,VALLEY,AL,35235,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,92%,24 patients,AL_AMI-1
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,338844,MADISON,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,99%%,10 patients,AL_AMI-2
000022,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,1 patients,AL_AMI-3
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,885544,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,50%,4 patients,AL_AMI-4
10025,G H LANIER MEMORIAL HOSPITAL,1530 U S HIGHWAY 43,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,SMMK--,Heart Attack Patients Given Beta Blocker at Discharge,92%,13 patients,AL_AMI-5
10025,G H LANIER MEMORIAL HOSPITAL,315 W HICKORY ST,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0%,2 patients,AL_AMI-7A
10025,SOUTHEAST ALABAMA MEDICAL CENTER,4800 48TH ST,OPELIKA,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,0 patients,AL_AMI-8A
10025,G H LANIER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,54%,137 patients,AL_HF-1
10025,ANDALUSIA REGIONAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3342938000,Acute Care Hospitals,Voluntary non-profit - Other,No,Heart Failure,G--,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,99%,164 patients,AL_HF-2
10025,FJ  IIWDMMAAKOOWOTTAALL,600 SOUTH THIRD STREET,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,AMI-2,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),96%,77  aarudnnz,AL_HF-3
10025,SHELBY BAPTIST MEDICAL CENTER,1256 MILITARY STREET SOUTH,CLANTON,AL,36854,MORGAN,3347561400,vjgr  VqewHHlppkttaak,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,97%,38 patients,AL_HF-4
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,MORGAN,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,97%,55 patients,AL_PN-2
10025,G H LANIER MEMORIAL HOSPITAL,1530 U S HIGHWAY 43,VALLEY,AL,88,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,PPnnuukpnnaa,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,95%,43 patients,AL_PN-3B
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Heart Attack Patients Given Aspirin at Discharge,100%,44  gueejtt,AA__OJ
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VVLLKWYY,AL,36854,CHAMBERS,3300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Oeeuunp,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,88%%,50 patients,AL_PN-5C
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,QK,36854,CALHOUN,3347561400,ccuurCCqfeekysll,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),88%%,52 patients,AL_PN-6
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,75%,60 patients,AL_PN-7
10025,SOUTHWEST ALABAMA MEDICAL CENTER,4800 48TH ST,VALLEY,AL,336688,CHAMBERS,3347561400,Acute Care Hospitals,lluubgsoonn--orrgy  hhee,r,Surgical Infection Prevention,HF-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,32%,33  ppsww,AAO__PPSRRDD--
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,wtggfyy  oeettawwrr  gguaa  qjttobbiiyufqttee  iifgtt  rnee  ((iittiinnw  jpuurrnwffpfeeauueeerryy  gihhllpprrgeemtt  nneeccttuinn,100%,117 patients,AL_SCIP-INF-1
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,oynnt  nnnn--ppfoou  --OOrhhd,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,0 patients,AL_SCIP-INF-2
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,35233,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,AAKU,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),79%,116 patients,SSSPPFF33
10021,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,8844,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,AL_SCIP-INF-4
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),96%,172 patients,AL_SCIP-INF-6
00002255,G  ONNRR  KOOTIIAAOYPIITTLL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,VVlouubgaayy  j--rk  OOge,Yes,Surgical Infection Prevention,SCIP-VTE-1,zyfeeeyy  aattwnnyd  hhdee  loof  perreeddgrreeaarmmeebgz  oteevvwnn  bbdd  xossaaffyeeeerryaaonnyyoz  dyrreerra,88%,85 patients,QLL__SSXPPVVTT11
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,8822,84 patients,AL_SCIP-VTE-2
10027,HELEN KELLER MEMORIAL HOSPITAL,99  DDAARPJWYTEE,ELBA,AL,3333,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,,,AL_AMI-1
10027,BB  HEENNEERRQHHDPPIIRQLL,987 DRAYTON STREET,MOBILE,AL,5555,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,SMM,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,,AL_AMI-2
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Heess,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,,AL_AMI-3
10108,PRATTVILLE BAPTIST HOSPITAL,987 DRAYTON STREET,MOBILE,AL,36323,CCOOFFFFDR,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,,AL_AMI-4
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,VS,AL,36323,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,,AL_AMI-5
10027,ELBA GENERAL HOSPITAL,1007 GOODYEAR AVENUE,ELBA,AL,36360,COFFEE,3348972257,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,,AL_AMI-7A
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,XCDR,3348972257,Acute Care Hospitals,VViinnyaayypppepgktt  OOttb,Yes,Heart Attack,SCIP-CARD-2,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,,AL_AMI-8A
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,EEN,AL,36323,COFFEE,3348972257,Acute Care Hospitals,VVoolluugrrtnnppoofftt  --  rr,Yes,Heart Failure,HF-1,HHrqrrQrttsiOsttiirttVuvvrnn  EE  IInnjiivoorre  RRVprrLLwffttjttuccioaarr  yydttioccussruunnttonn  SSX,100%,2 patients,AL_HF-1
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,eennuaa,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100%,3 patients,AL_HF-2
10027,ELBA GENERAL HOSPITAL,99  XEAAUGOO  SSTTTEEW,DOTHAN,AL,36323,JEFFERSON,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,1 patients,AL_HF-3
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ALABASTER,AL,36323,COFFEE,3343762205,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,,4 patients,AL_HF-4
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,BIRMINGHAM,AL,333333,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,100%,31 patients,AL_PN-2
10027,WBBQ  TEEBRRLLGOOPPIIS,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,100%,19 patients,AL_PN-3B
10016,EEBBAA  EERRAAK  JPZPPYAAO,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,3348972257,AAccuuyee  Xsrrpyaaa,Voluntary non-profit - Other,Yes,Pneumonia,SCIP-INF-1,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,12 patients,AL_PN-4
10050,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,100%,40 patients,AL_PN-5C
10027,ELBA GENERAL HOSPITAL,1108 ROSS CLARK CIRCLE,ELBA,AL,36323,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Yaay  slluurrOsgwbgw  Vbwb  Ammkkiij  Xzaariij  Qgee//allnn,100%,33  ppqttkbra,AL_PN-6
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,EENQ,AL,36323,COFFEE,3348972257,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,HH,Pneumonia Patients Assessed and Given Influenza Vaccination,1100,23 patients,AL_PN-7
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,6633,COFFEE,3348972257,SccCCee  HHaoro,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,,AL_SCIP-CARD-2
11002277,ELBA GENERAL HOSPITAL,101 HOSPITAL CIRCLE,OS,LL,36323,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SSPP--BG,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,OO--IINNG
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,3348972257,Acute Care Hospitals,VVoouujgaafh  nnpborrpdr  rywe,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,AL_SCIP-INF-2
1177,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,MARION,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,SOWCCUNN33
10001,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,SLL,36323,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,ss,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,AL_SCIP-INF-4
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,6633,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,AMI-2,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,AL_SCIP-INF-6
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36078,COFFEE,3348972257,Acute Care Hospitals,llymtttnnppprrpffktt--  OOtthhd,Yes,Surgical Infection Prevention,WCCIIPP--TTW--11,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,AL_AMI-8A
000022,ELBA GENERAL HOSPITAL,77  RRAAB  ZFWEEG,ELBA,AL,36323,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,AL_SCIP-VTE-2
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,COVINGTON,3347493411,Qccuuttr  aaeeaaa,Government - Hospital District or Authority,YYss,Heart Attack,AMI-1,BwsgAAttyqcckk  Ogiiwss  uvveerriinn  Sttaak,98%,185 patients,AL_AMI-1
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AAK,36801,LEE,3347493411,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,97%,290 patients,AL_AMI-2
10086,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,3347493411,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,72 patients,AL_AMI-3
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36067,LEE,3347493411,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,122 patients,AL_AMI-4
10029,EAST ALABAMA MEDICAL CENTER AND SNF,00  PPDOEETLLPPAAMEYY,OPELIKA,AL,36801,LEE,3347493411,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,100%,281 patients,AL_AMI-5
10029,EAST ALABAMA MEDICAL CENTER AND SNF,0000OEEPPWRREELLO  PPQFT,ANDALUSIA,AL,36801,LEE,3347493411,Acute Care Hospitals,Gooojbgaarryynnppeicott--  eaattee,Uee,Heart Failure,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,0 patients,AL_AMI-7A
