ID,model,make,type,year,condition,wheelDrive,doors,engine
16270,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16271,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16272,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16273,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16274,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16275,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16276,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16277,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16278,mazda6,mazda,sedan,2011,new,fwd,4,3.7lv6
16279,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16280,cx-7,mazda,suv,2010,new,fwd,4,2.5li4
16281,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16282,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16283,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16284,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16285,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16286,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16287,cx-7,mazda,suv,2011,new,awd,4,2.3li4
16288,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16289,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16290,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16291,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16292,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16293,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16294,mazda5,mazda,wagon,2009,used,fwd,4,2.3li4
16295,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16296,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16297,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16298,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16299,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16300,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16301,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16302,cx-9,mazda,suv,2010,new,awd,4,3.7lv6
16303,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16304,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16305,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16306,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16307,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16308,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16309,mazda6,mazda,sedan,2004,used,fwd,4,2.3li4
16310,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16311,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16312,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16313,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16314,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16315,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16316,mpv,mazda,minivan,2002,used,fwd,4,3.0lv6
16317,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16318,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16319,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16320,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16321,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16322,mazda3,mazda,sedan,2005,used,fwd,4,2.3li4
16323,mazda3,mazda,hatchback,2006,used,fwd,4,2.3li4
16324,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16325,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16326,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16327,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16328,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16329,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16330,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16331,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16332,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16333,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16334,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16335,cx-9,mazda,suv,2010,new,awd,4,3.7lv6
16336,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16337,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16338,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16339,cx-7,mazda,suv,2011,new,fwd,4,2.3li4
16340,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16341,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16342,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16343,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16344,cx-7,mazda,suv,2010,new,fwd,4,2.5li4
16345,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16346,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16347,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16348,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16349,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16350,mazda3,mazda,sedan,2010,used,fwd,4,2.0li4
16351,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16352,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16353,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16354,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16355,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16356,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16357,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16358,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16359,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16360,tribute,mazda,suv,2002,used,4x4,4,3.0lv6
16361,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16362,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16363,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16364,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16365,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16366,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16367,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16368,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16369,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16370,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16371,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16372,mazda5,mazda,wagon,2012,new,fwd,4,2.5li4
16373,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16374,mazda3,mazda,sedan,2007,used,fwd,4,2.0li4
16375,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16376,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16377,cx-7,mazda,suv,2010,new,fwd,4,2.5li4
16378,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16379,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16380,cx-7,mazda,suv,2010,new,fwd,4,2.5li4
16381,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16382,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16383,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16384,mazda3,mazda,sedan,2005,used,fwd,4,2.0li4
16385,mazdaspeed3,mazda,hatchback,2011,new,fwd,4,2.3li4
16386,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16387,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16388,cx-7,mazda,suv,2010,new,fwd,4,2.3li4
16389,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16390,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16391,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16392,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16393,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16394,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16395,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16396,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16397,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16398,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16399,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16400,mpv,mazda,minivan,2001,used,fwd,4,2.5lv6
16401,mazda6,mazda,sedan,2003,used,fwd,4,3.0lv6
16402,mazdaspeed3,mazda,hatchback,2011,new,fwd,4,2.3li4
16403,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16404,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16405,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16406,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16407,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16408,tribute,mazda,suv,2009,used,fwd,4,2.5li4
16409,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16410,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16411,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16412,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16413,cx-7,mazda,suv,2010,new,fwd,4,2.5li4
16414,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16415,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16416,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16417,protege,mazda,sedan,2001,used,fwd,4,1.6li4
16418,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16419,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16420,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16421,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16422,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16423,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16424,mazda5,mazda,wagon,2012,new,fwd,4,2.5li4
16425,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16426,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16427,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16428,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16429,mazda5,mazda,wagon,2010,new,fwd,4,2.3li4
16430,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16431,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16432,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16433,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16434,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16435,tribute,mazda,suv,2011,new,fwd,4,2.5li4
16436,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16437,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16438,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16439,cx-9,mazda,suv,2010,used,awd,4,3.7lv6
16440,mazda5,mazda,wagon,2010,new,fwd,4,2.3li4
16441,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16442,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16443,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16444,626,mazda,sedan,1997,used,fwd,4,2.0li4
16445,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16446,cx-7,mazda,suv,2010,new,fwd,4,2.3li4
16447,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16448,mazdaspeed3,mazda,hatchback,2011,new,fwd,4,2.3li4
16449,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16450,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16451,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16452,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16453,tribute,mazda,suv,2011,new,4x4,4,2.5li4
16454,cx-7,mazda,suv,2007,used,fwd,4,2.3li4
16455,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16456,mazda6,mazda,sedan,2007,used,fwd,4,2.3li4
16457,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16458,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16459,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16460,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16461,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16462,protege5,mazda,hatchback,2002,used,fwd,4,2.0li4
16463,cx-7,mazda,suv,2008,used,awd,4,2.3li4
16464,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16465,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16466,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16467,tribute,mazda,suv,2010,used,fwd,4,2.5li4
16468,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16469,mazda6,mazda,sedan,2005,used,fwd,4,2.3li4
16470,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16471,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16472,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16473,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16474,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16475,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16476,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16477,mazda3,mazda,sedan,2009,used,fwd,4,2.0li4
16478,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16479,mazda5,mazda,wagon,2012,new,fwd,4,2.5li4
16480,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16481,mazdaspeed3,mazda,hatchback,2011,new,fwd,4,2.3li4
16482,mazda5,mazda,wagon,2012,new,fwd,4,2.5li4
16483,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16484,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16485,mazda5,mazda,wagon,2010,new,fwd,4,2.3li4
16486,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16487,tribute,mazda,suv,2011,new,fwd,4,2.5li4
16488,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16489,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16490,tribute,mazda,suv,2006,used,fwd,4,2.3li4
16491,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16492,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16493,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16494,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16495,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16496,mazda5,mazda,wagon,2010,new,fwd,4,2.3li4
16497,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16498,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16499,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16500,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16501,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16502,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16503,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16504,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16505,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16506,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16507,mazdaspeed3,mazda,hatchback,2011,new,fwd,4,2.3li4
16508,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16509,mazda3,mazda,sedan,2010,new,fwd,4,2.5li4
16510,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16511,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16512,mazda5,mazda,wagon,2012,new,fwd,4,2.5li4
16513,mazda6,mazda,sedan,2007,used,fwd,4,2.3li4
16514,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16515,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16516,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16517,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16518,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16519,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16520,cx-9,mazda,suv,2010,new,awd,4,3.7lv6
16521,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16522,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16523,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16524,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16525,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16526,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16527,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16528,cx-7,mazda,suv,2011,new,fwd,4,2.3li4
16529,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16530,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16531,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16532,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16533,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16534,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16535,cx-7,mazda,suv,2010,new,fwd,4,2.5li4
16536,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16537,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16538,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16539,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16540,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16541,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16542,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16543,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16544,mazda3,mazda,sedan,2010,used,fwd,4,2.0li4
16545,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16546,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16547,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16548,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16549,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16550,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16551,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16552,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16553,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16554,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16555,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16556,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16557,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16558,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16559,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16560,tribute,mazda,suv,2002,used,4x4,4,3.0lv6
16561,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16562,mazdaspeed3,mazda,hatchback,2010,used,fwd,4,2.3li4
16563,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16564,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16565,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16566,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16567,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16568,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16569,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16570,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16571,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16572,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16573,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16574,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16575,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16576,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16577,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16578,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16579,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16580,mazda5,mazda,wagon,2012,new,fwd,4,2.5li4
16581,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16582,mazda5,mazda,wagon,2012,new,fwd,4,2.5li4
16583,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16584,mazda3,mazda,sedan,2007,used,fwd,4,2.0li4
16585,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16586,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16587,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16588,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16589,cx-7,mazda,suv,2010,new,fwd,4,2.5li4
16590,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16591,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16592,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16593,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16594,cx-7,mazda,suv,2010,new,fwd,4,2.5li4
16595,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16596,cx-7,mazda,suv,2011,new,awd,4,2.3li4
16597,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16598,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16599,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16600,mazda6,mazda,sedan,2010,new,fwd,4,3.7lv6
16601,mazda3,mazda,sedan,2005,used,fwd,4,2.0li4
16602,mazdaspeed3,mazda,hatchback,2011,new,fwd,4,2.3li4
16603,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16604,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16605,mazda5,mazda,wagon,2012,new,fwd,4,2.5li4
16606,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16607,cx-7,mazda,suv,2010,new,fwd,4,2.3li4
16608,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16609,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16610,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16611,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16612,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16613,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16614,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16615,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16616,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16617,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16618,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16619,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16620,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16621,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16622,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16623,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16624,mpv,mazda,minivan,2001,used,fwd,4,2.5lv6
16625,mazda6,mazda,sedan,2003,used,fwd,4,3.0lv6
16626,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16627,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16628,mazdaspeed3,mazda,hatchback,2011,new,fwd,4,2.3li4
16629,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16630,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16631,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16632,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16633,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16634,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16635,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16636,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16637,tribute,mazda,suv,2009,used,fwd,4,2.5li4
16638,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16639,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16640,mazda2,mazda,hatchback,2011,new,fwd,4,1.5li4
16641,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16642,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16643,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16644,mazda5,mazda,wagon,2012,new,fwd,4,2.5li4
16645,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16646,cx-7,mazda,suv,2010,new,fwd,4,2.5li4
16647,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16648,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16649,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16650,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16651,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16652,protege,mazda,sedan,2001,used,fwd,4,1.6li4
16653,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16654,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16655,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16656,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16657,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16658,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16659,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16660,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16661,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16662,mazda6,mazda,sedan,2010,new,fwd,4,2.5li4
16663,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16664,mazda5,mazda,wagon,2012,new,fwd,4,2.5li4
16665,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16666,mazdaspeed6,mazda,sedan,2006,used,awd,4,2.3li4
16667,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16668,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16669,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16670,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16671,mazda3,mazda,hatchback,2011,new,fwd,4,2.5li4
16672,626,mazda,sedan,1997,used,fwd,4,2.0li4
16673,mazda5,mazda,wagon,2010,new,fwd,4,2.3li4
16674,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16675,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16676,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16677,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16678,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16679,cx-9,mazda,suv,2011,new,awd,4,3.7lv6
16680,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16681,mazda5,mazda,wagon,2009,used,fwd,4,2.3li4
16682,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16683,tribute,mazda,suv,2011,new,fwd,4,2.5li4
16684,cx-7,mazda,suv,2011,new,fwd,4,2.5li4
16685,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16686,mazda6,mazda,sedan,2011,new,fwd,4,2.5li4
16687,mazda3,mazda,sedan,2011,new,fwd,4,2.0li4
16688,cx-9,mazda,suv,2010,used,awd,4,3.7lv6
16689,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
16690,mazda5,mazda,wagon,2010,new,fwd,4,2.3li4
16691,mazda3,mazda,sedan,2011,new,fwd,4,2.5li4
16692,cx-9,mazda,suv,2011,new,fwd,4,3.7lv6
