ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1234,2033,Deadicated Amber,American IPA,12.0,0.038,362.0,245,Two Beers Brewing Company,North Woodstock,FL
1235,2032,Ballistic Blonde,Belgian Pale Ale,12.0,0.051,31.0,245,Lucky Town Brewing Company,North Woodstock,FL
1236,2623,Schlafly Black Lager,American Pale Ale (APA),16.0,0.05,nan,209,Lumberyard Brewing Company,Flagstaff,AZ
1237,1927,Lumberyard Pilsner,American Pilsner,12.0,0.053,8.0,209,Lumberyard Brewing Company,Flagstaff,AZ
1238,916,Hop Crisis,American Black Ale,12.0,0.055,nan,209,Lumberyard Brewing Company,Flagstaff,AZ
1239,2581,Bunker Hill Blueberry Ale,American Pale Ale (APA),12.0,0.058,nan,209,Lumberyard Brewing Company,Flagstaff,AZ
1240,962,Golden Road Hefeweizen,American IPA,16.0,0.05,nan,213,Hopworks Urban Brewery,Verona,KS
1241,961,Mac's Scottish Style Amber Ale (2000),Belgian Strong Pale Ale,24.0,0.05,nan,206,Silverton Brewery,Indianapolis,MT
1242,929,Archer's Ale (2004),Bock,12.0,0.049,nan,400,Stevens Point Brewery,Shreveport,GA
1243,1008,Whip Fight,American Brown Ale,12.0,0.065,nan,382,Macon Beer Company,Macon,GA
1244,1835,Galaxy High,American IPA,12.0,0.063,nan,91,Horny Goat Brew Pub,Lafayette,OH
1245,2209,312 Urban Wheat Ale,American Amber / Red Ale,16.0,0.049,20.0,498,Firestone Walker Brewing Company,Cincinnati,OH
1246,1378,Thunder Snow,American Pale Lager,12.0,0.085,nan,192,Madtree Brewing Company,Cincinnati,OH
1247,1994,Winter White,Kölsch,16.0,0.06,75.0,364,Stevens Point Brewery,Cincinnati,OH
1248,2526,Disconnected Red,Kölsch,16.0,0.071,nan,91,Cape Ann Brewing Company,Cincinnati,OH
1249,1244,Dock Street Amber Beer (1992),American Pale Ale (APA),16.0,0.05,40.0,179,Madtree Brewing Company,Utica,OH
1250,1126,Pumpkin Patch Ale,American IPA,24.0,0.052,nan,46,Madtree Brewing Company,Grand Rapids,ID
1251,1125,Harpoon Summer Beer (2012),Witbier,12.0,0.048,45.0,91,Madtree Brewing Company,Idaho Springs,CT
1252,1124,Happy Amber,American Amber / Red Ale,12.0,0.06,30.0,141,Stevens Point Brewery,Cincinnati,OH
1253,1455,Capital Gold Golden Lager,American IPA,16.0,0.05,20.0,303,NoDa Brewing Company,South Burlington,VT
1254,1113,Elder Betty,English Brown Ale,12.0,0.075,100.0,10,Harpoon Brewery,South Burlington,VT
1255,2127,#9,American Pale Wheat Ale,12.0,0.051,nan,201,Hale's Ales,Seven Points,KY
1256,1267,Blueberry Berliner Weisse,German Pilsener,16.0,0.042,nan,21,Mammoth Brewing Company,Mammoth Lakes,CA
1257,1787,Epic IPA,American IPA,12.0,0.075,nan,292,Mammoth Brewing Company,Mammoth Lakes,CA
1258,1753,Hala Kahiki Pineapple Beer,American Stout,16.0,0.075,nan,534,Blackrocks Brewery,Stillwater,NC
1259,1376,Sweet Yamma Jamma Ale,English Dark Mild Ale,12.0,0.045,nan,534,Mammoth Brewing Company,Stillwater,CA
1260,1771,Hayride Autumn Ale,Winter Warmer,12.0,0.072,nan,356,Manayunk Brewing Company,Philadelphia,PA
1261,1034,The Optimist,American Pale Ale (APA),12.0,0.08,nan,356,King Street Brewing Company,Philadelphia,IA
1262,1625,Top Rope Mexican-style Craft Lager,American Double / Imperial IPA,12.0,0.045,21.0,356,Wynkoop Brewing Company,Seattle,SC
1263,741,Manayunk IPA,Munich Helles Lager,12.0,0.065,nan,356,Manayunk Brewing Company,Kona,PA
1264,2067,Rye Porter,American Amber / Red Lager,12.0,0.079,nan,470,Fort Point Beer Company,Chico,PA
1265,1484,Hell or High Watermelon Wheat,American Pale Wheat Ale,12.0,0.05,64.0,43,Manayunk Brewing Company,Birmingham,PA
1266,1716,Sky-Five,Bock,12.0,0.09,nan,37,Manayunk Brewing Company,Philadelphia,PA
1267,1320,Lionshead,Belgian IPA,12.0,0.077,nan,356,Manayunk Brewing Company,Dayton,NY
1268,1334,Dreamin' Double IPA,American Double / Imperial IPA,12.0,0.046,nan,356,Harvest Moon Brewing Company,Providence,PA
1269,1674,2020 IPA,American Double / Imperial IPA,12.0,0.05,nan,272,Caldera Brewing Company,Santee,WI
1270,1673,Manzanita IPA,American IPA,16.0,0.071,113.0,68,Manzanita Brewing Company,Stratford,CA
1271,1672,Big Red Coq (2012),American Pale Lager,12.0,0.06,25.0,201,Mother Earth Brewing Company,Utica,CA
1272,1671,Big Elm IPA,Munich Helles Lager,16.0,0.062,nan,236,Warped Wing Brewing Company,Fort Collins,IL
1273,1485,Manzanita Pale Ale,American Wild Ale,12.0,0.068,44.0,346,Manzanita Brewing Company,Jacksonville,ME
1274,1262,Marble Pilsner,American Pale Wheat Ale,24.0,0.059,nan,395,Ballast Point Brewing Company,Albuquerque,MI
1275,213,Elliott's Phoned Home Pale Ale,American IPA,12.0,0.062,nan,392,High Noon Saloon And Brewery,Albuquerque,NM
1276,1876,Deviant Dale's IPA,Kölsch,16.0,0.045,nan,356,Marshall Wharf Brewing Company,Torrance,WI
1277,1086,Tug Pale Ale,American Pale Ale (APA),16.0,0.069,nan,402,Tamarack Brewing Company,Belfast,MN
1278,916,Sexy Chaos,Russian Imperial Stout,16.0,0.068,nan,317,Marshall Wharf Brewing Company,Belfast,UT
1279,2385,Train Hopper,American Pale Ale (APA),16.0,0.045,nan,317,Marshall Wharf Brewing Company,Belfast,OR
1280,725,Louie’s Demise Immort-Ale (2010),American Double / Imperial IPA,16.0,0.097,nan,515,Marshall Wharf Brewing Company,Belfast,CO
1281,2308,Pony Pilsner,American Double / Imperial IPA,12.0,0.048,37.0,161,Center of the Universe Brewing C...,Fort Worth,MI
1282,2268,Trolley Stop Stout,American Stout,12.0,0.072,47.0,160,Martin House Brewing Company,Bozeman,TX
1283,2197,Aloha B’ak’tun,American Amber / Red Ale,16.0,0.05,nan,161,Freetail Brewing Company,Lexington,TX
1284,1584,Heavy Lifting,American Double / Imperial IPA,19.2,0.08,nan,365,Uinta Brewing Company,Monroe,MI
1285,1234,Fear of a Brett Planet,American Pale Ale (APA),12.0,0.08,nan,161,Southern Star Brewing Company,Fuquay-Varina,IN
1286,776,Wisco Disco,Rye Beer,16.0,0.055,nan,161,Mother's Brewing,Fort Worth,TX
1287,1232,SoDo Brown Ale,Saison / Farmhouse Ale,12.0,0.048,nan,25,Martin House Brewing Company,Fort Worth,AZ
1288,195,Wapiti Amber Ale,American Stout,12.0,0.065,nan,142,Martin House Brewing Company,Evansville,IN
1289,1831,Our Legacy IPA,American IPA,12.0,0.048,36.0,173,Matt Brewing Company,Boonville,WI
1290,1988,Saranac Shandy,American Pale Wheat Ale,12.0,0.056,nan,299,The Alchemist,Utica,CO
1291,1135,God Damn Pigeon Porter,American Double / Imperial IPA,12.0,0.052,nan,299,Matt Brewing Company,Utica,MT
1292,2533,Lasso,American Pale Ale (APA),12.0,0.078,nan,299,Sun King Brewing Company,Utica,NY
1293,840,American Light,Belgian Strong Pale Ale,16.0,0.075,nan,299,Matt Brewing Company,Rochester,NY
1294,865,DAX Light (1998),Witbier,12.0,0.045,nan,422,Blue Owl Brewing,Utica,NY
1295,1091,Saranac Traditional Lager (2000),American Pale Ale (APA),12.0,0.08,nan,93,Sockeye Brewing Company,Broomfield,CT
1296,1443,Pomegranate Wheat (2008),Fruit / Vegetable Beer,12.0,0.06,nan,394,Matt Brewing Company,San Antonio,MA
1297,773,Boston Lager,American Double / Imperial IPA,12.0,0.05,nan,299,Fiddlehead Brewing Company,Silverton,NY
1298,1787,Saranac White IPA,American IPA,12.0,0.06,nan,97,Green Room Brewing,Utica,WI
1299,1665,Long Hammer IPA,American Pale Wheat Ale,16.0,0.07,nan,84,Matt Brewing Company,Shreveport,NY
1300,916,Sky Blue Golden Ale,English Pale Ale,12.0,0.062,nan,299,Great River Brewery,Saint Louis,NY
1301,2552,Angry Adam,English Pale Ale,16.0,0.055,nan,437,Matt Brewing Company,Aurora,NY
1302,1578,Point Oktoberfest,Scotch Ale / Wee Heavy,12.0,0.097,nan,399,Caldera Brewing Company,Denver,MI
1303,1429,Pau Hana Pilsner,Kölsch,16.0,0.055,nan,375,Maui Brewing Company,Lahaina,HI
1304,959,Lemongrass Saison,American Double / Imperial IPA,12.0,0.05,nan,375,Maui Brewing Company,New Orleans,HI
1305,713,Aloha B’ak’tun,Belgian Pale Ale,12.0,0.07,nan,257,Maui Brewing Company,Lahaina,IL
1306,2673,Liquid Breadfruit,Oatmeal Stout,12.0,0.082,nan,368,Maui Brewing Company,Lahaina,HI
1307,1332,Monkeynaut IPA,American Amber / Red Ale,16.0,0.075,23.0,66,Maui Brewing Company,Shelburne,CA
1308,2397,Great Crescent IPA (2011),American IPA,12.0,0.068,nan,375,Sixpoint Craft Ales,Lahaina,MD
1309,1098,Mauna Kea Pale Ale,American IPA,16.0,0.072,100.0,160,SanTan Brewing Company,Seattle,HI
1310,313,Mana Wheat,American Pale Wheat Ale,12.0,0.055,130.0,227,Rhinegeist Brewery,Lahaina,HI
1311,2210,Kodiak Brown Ale,Munich Helles Lager,12.0,0.063,18.0,437,Maui Brewing Company,Lahaina,HI
1312,32,Aloha B’ak’tun,American IPA,12.0,0.08,30.0,148,Maui Brewing Company,Hattiesburg,HI
1313,31,Dread Brown Ale,American IPA,16.0,0.062,nan,165,Burn 'Em Brewing,Vadnais Heights,PA
1314,570,Canyon Cream Ale,American Porter,12.0,0.052,nan,448,Caldera Brewing Company,Brooklyn Center,AL
1315,1997,Flying Mouse 8,American Amber / Red Ale,12.0,0.037,65.0,476,Defiance Brewing Company,Henderson,NJ
1316,651,Back in the Saddle Rye Pale Ale,English Pale Ale,12.0,0.085,9.0,181,Mavericks Beer Company,Chicago,SD
1317,1986,Doomtree,American Pale Wheat Ale,16.0,0.065,nan,254,Great River Brewery,Somerset Center,WY
1318,2617,Upslope Brown Ale,Cider,12.0,0.09,nan,254,Austin Beerworks,Somerset Center,MI
1319,1674,Newburyport Pale Ale,American Amber / Red Ale,16.0,0.069,nan,284,21st Amendment Brewery,Royal Oak,CA
1320,2186,Maylani's Coconut Stout,Oatmeal Stout,16.0,0.078,nan,24,Dock Street Brewery,Spearfish,HI
1321,2185,Brutus,American IPA,12.0,nan,nan,203,Mehana Brewing Co.,Jackson,HI
1322,1736,Shift,American Blonde Ale,12.0,0.067,nan,215,Mehana Brewing Co.,Hilo,NY
1323,2178,Rules are Rules,American Porter,12.0,0.045,nan,280,Sockeye Brewing Company,Fort Collins,TX
1324,1306,Ninja Porter,Witbier,12.0,0.052,75.0,1,Summit Brewing Company,Hilo,IL
1325,773,Special Edition: Allies Win The War!,American Pale Ale (APA),16.0,0.054,nan,364,NoDa Brewing Company,Woodinville,WI
1326,564,Mama's Little Yella Pils,American White IPA,12.0,0.052,100.0,393,Miami Brewing Company,Houghton,FL
1327,161,Saucy Intruder,Saison / Farmhouse Ale,16.0,0.053,18.0,139,New South Brewing Company,Miami,MD
1328,1506,Miami Vice IPA,Winter Warmer,12.0,0.071,45.0,395,Twisted Pine Brewing Company,Miami,MN
1329,1325,Colorado Kölsch,American Pale Ale (APA),16.0,0.053,33.0,292,18th Street Brewery,Miami,CO
1330,2246,Marblehead,American Amber / Red Ale,16.0,0.039,nan,552,Upland Brewing Company,Libertyville,CA
1331,1276,Pleasure Town,American IPA,12.0,0.027,nan,438,Midnight Sun Brewing Company,Boston,IN
1332,1814,Pamola Xtra Pale Ale,American IPA,12.0,0.071,16.0,160,Blue Blood Brewing Company,Baton Rouge,OR
1333,741,Black Iron India Pale Ale,American IPA,12.0,0.048,nan,309,Oskar Blues Brewery (North Carol...,Anchorage,AK
1334,586,Ashland Amber Ale (2009),German Pilsener,16.0,0.07,11.0,324,Broken Tooth Brewing Company,Springfield,NE
1335,2673,Casper White Stout,American Pale Lager,16.0,0.08,nan,515,NorthGate Brewing,Grand Rapids,CA
1336,2215,Habitus (2014),American Double / Imperial IPA,12.0,0.05,nan,239,Mike Hess Brewing Company,Boonville,DC
1337,1091,12 Man Pale Ale,Scotch Ale / Wee Heavy,16.0,0.053,nan,103,Sun King Brewing Company,San Diego,CO
1338,2666,Fisherman's Pils,American Pale Lager,12.0,0.052,27.0,409,Two Beers Brewing Company,San Diego,NC
1339,1601,Habitus,American Double / Imperial IPA,12.0,0.08,nan,10,Great Raft Brewing Company,San Diego,RI
1340,2019,Grazias,American IPA,12.0,0.086,85.0,17,Buffalo Bayou Brewing Company,Norfolk,CA
1341,436,Perfect Tin Amber,American Pale Ale (APA),12.0,0.058,nan,10,Mike Hess Brewing Company,San Diego,OR
1342,673,Point Oktoberfest,American IPA,12.0,0.083,nan,65,Brewery Vivant,Chicago,AK
1343,1886,Disco Superfly,American IPA,24.0,0.061,nan,65,Mikerphone Brewing,Chicago,IL
1344,1665,Fat Tire Amber Ale,American IPA,12.0,0.058,nan,292,Goose Island Brewing Company,Chicago,FL
1345,482,One-Hit Wonderful,American Pale Ale (APA),24.0,nan,nan,331,Finch's Beer Company,Chicago,IL
1346,2531,En Parfaite Harmonie,Radler,24.0,0.028,nan,30,Sly Fox Brewing Company,Chicago,IA
1347,2313,Daft Funk,American IPA,16.0,0.043,nan,464,Mikerphone Brewing,Lexington,IL
1348,765,Love In An Ellavator,Munich Helles Lager,24.0,0.072,nan,65,Telluride Brewing Company,Murphysboro,CT
1349,2528,Spin Doctor,American Adjunct Lager,16.0,0.08,nan,10,Mikerphone Brewing,Chicago,IL
1350,1612,Keeper (Current),American Pilsner,12.0,0.063,nan,363,Mikkeller,Lincoln,CA
1351,2570,Better Half,American IPA,16.0,0.04,nan,363,Mikkeller,Lincoln,CA
1352,1273,River North White Ale,American Pale Lager,16.0,0.048,nan,368,MillKing It Productions,Royal Oak,CO
1353,930,BRIK Irish Red Ale,American IPA,12.0,0.067,nan,12,Cape Ann Brewing Company,Durango,NE
1354,1163,10 Ton,American Brown Ale,16.0,nan,nan,371,Griffin Claw Brewing Company,Royal Oak,MI
1355,669,Bark Bite IPA,Oatmeal Stout,16.0,nan,80.0,284,Milwaukee Brewing Company,Silverton,WI
1356,1272,Louie's Demise Amber Ale,American Pale Ale (APA),12.0,0.087,22.0,284,Milwaukee Brewing Company,Tempe,WI
1357,715,98 Problems (Cuz A Hop Ain't One),American IPA,16.0,0.052,nan,284,Milwaukee Brewing Company,Milwaukee,CO
1358,932,Texicali,Saison / Farmhouse Ale,12.0,0.049,28.0,284,Milwaukee Brewing Company,Tampa,WI
1359,776,O-Gii,American Pale Wheat Ale,12.0,0.092,nan,284,Milwaukee Brewing Company,Milwaukee,PA
1360,172,Lift Off IPA,American Pale Ale (APA),16.0,nan,18.0,512,Stevens Point Brewery,Cold Spring,IL
1361,171,Louie’s Demise Immort-Ale (2010),Bière de Garde,16.0,0.05,75.0,68,Brewery Vivant,Milwaukee,TX
1362,2361,Axe Head Malt Liquor,American IPA,12.0,0.099,nan,158,Minhas Craft Brewery,Fort Worth,AZ
1363,2359,Huber Bock (2014),Bock,16.0,0.054,nan,134,Minhas Craft Brewery,Monroe,TX
1364,807,Minhas Light (2012),Light Lager,16.0,0.053,nan,216,Southern Star Brewing Company,Monroe,CO
1365,2282,Blueberry Berliner Weisse,American Pale Lager,16.0,0.05,nan,134,Minhas Craft Brewery,Detroit,WI
1366,2281,Clear Creek Ice,American Pale Lager,16.0,0.07,nan,205,Green Room Brewing,Monroe,IN
1367,2280,Point Special Lager,American Pale Wheat Ale,12.0,0.062,nan,134,Caldera Brewing Company,Grand Rapids,MI
1368,688,Brooklyn Summer Ale,American Pale Lager,16.0,0.055,nan,256,Caldera Brewing Company,Monroe,CO
1369,1332,Granny Smith Hard Apple Cider,American Blonde Ale,12.0,0.055,nan,134,Minhas Craft Brewery,Milwaukee,MD
1370,1592,Point Oktoberfest,American Pale Lager,12.0,0.055,nan,134,7 Seas Brewing Company,Monroe,PA
1371,2276,Heavy Lifting,American IPA,16.0,0.05,nan,175,Golden Road Brewing,Lake Barrington,AL
1372,2005,Yabba Dhaba Chai Tea Porter,Light Lager,12.0,0.042,nan,134,Fearless Brewing Company,Monroe,NJ
1373,2274,Boxer Ice,American Brown Ale,16.0,0.055,nan,134,Minhas Craft Brewery,Monroe,WI
1374,1319,Boxer,American IPA,12.0,0.086,nan,380,Jackalope Brewing Company,Monroe,WI
1375,2631,Cortez Gold,Belgian Pale Ale,32.0,0.046,nan,10,Mission Brewery,Columbus,MI
1376,1672,Mission IPA,American Pale Wheat Ale,12.0,0.059,nan,258,Mission Brewery,San Diego,IN
1377,2079,Special Amber,American Pale Ale (APA),12.0,nan,70.0,98,Mission Brewery,San Diego,OH
1378,1459,Vernal Minthe Stout,Cider,16.0,0.092,75.0,191,Golden Road Brewing,San Diego,NY
1379,1476,Boater Beer,American Amber / Red Ale,12.0,0.04,nan,299,Moab Brewery,Columbus,UT
1380,902,Dead Horse Amber,Belgian Pale Ale,12.0,0.07,nan,399,Stevens Point Brewery,Meadville,OR
1381,645,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,12.0,0.04,nan,280,Texian Brewing Co.,Moab,UT
1382,644,Johnny's American IPA,Czech Pilsener,16.0,0.05,nan,399,Moab Brewery,Meadville,CA
1383,337,Boneshaker Brown Ale,English Brown Ale,24.0,0.055,nan,547,Moat Mountain Smoke House & Brew...,Fort Worth,NH
1384,1728,Lazy Monk Bohemian Pilsner,American Pale Ale (APA),24.0,0.056,nan,547,Moat Mountain Smoke House & Brew...,Fort Worth,NH
1385,2236,Monkadelic,Vienna Lager,12.0,0.045,nan,189,Modern Monks Brewery,Portland,NE
1386,1781,Saranac Shandy,American IPA,12.0,0.062,nan,219,Sixpoint Craft Ales,Birmingham,CA
1387,2157,Booming Rollers,American IPA,16.0,0.053,21.0,299,Modern Times Beer,Charlotte,NY
1388,2156,Pilzilla,Saison / Farmhouse Ale,16.0,0.05,nan,134,Great River Brewery,San Diego,FL
1389,2154,Bark Bite IPA,Witbier,16.0,0.054,75.0,230,2 Towns Ciderhouse,San Diego,OH
1390,930,Lomaland,Saison / Farmhouse Ale,12.0,0.064,nan,171,Ska Brewing Company,San Diego,CA
1391,1711,CEO Stout,Cream Ale,16.0,0.05,nan,537,Uinta Brewing Company,Nashville,VA
1392,2177,Ozzy,American Pale Wheat Ale,16.0,0.077,40.0,199,New Republic Brewing Company,San Diego,CA
1393,2044,Flying Sailor,American Amber / Red Ale,12.0,0.065,nan,209,Jack's Abby Craft Lagers,San Diego,SD
1394,613,Wapiti Amber Ale,Old Ale,12.0,0.05,nan,390,Mogollon Brewing Company,Chico,CO
1395,719,Fistmas Ale,American Pale Ale (APA),12.0,nan,nan,514,Tallgrass Brewing Company,San Diego,DC
1396,2463,Resurrected,American Double / Imperial IPA,16.0,0.083,nan,509,Stevens Point Brewery,San Diego,DC
1397,717,Clear Creek Ice,Belgian Pale Ale,12.0,0.058,nan,118,Monkey Paw Pub & Brewery,San Diego,DC
1398,1113,British Pale Ale (2010),Witbier,12.0,0.056,25.0,161,Karbach Brewing Company,Lake Barrington,NY
1399,2594,Squatters Full Suspension Pale Ale,Tripel,16.0,0.06,49.0,276,Montauk Brewing Company,Montauk,AZ
1400,1756,Leaning Chimney Smoked Porter,American Amber / Red Ale,12.0,0.08,30.0,326,Morgan Street Brewery,Saint Louis,FL
1401,2452,Morgan Street Oktoberfest,Märzen / Oktoberfest,12.0,0.049,24.0,326,Morgan Street Brewery,Westminster,FL
1402,652,Honey Wheat,American Pale Wheat Ale,12.0,0.046,36.0,299,Morgan Street Brewery,Temecula,MO
1403,1717,Sinister,Belgian Pale Ale,16.0,0.046,31.0,326,Blackrocks Brewery,Denver,FL
1404,1046,Golden Pilsner,German Pilsener,12.0,0.05,35.0,394,TailGate Beer,Saint Louis,MO
1405,1425,G. B. Russo’s Italian Pistachio Pale Ale,Cream Ale,12.0,0.052,20.0,111,Mother Earth Brew Company,Vista,OR
1406,419,Second Wind Pale Ale,American Pale Ale (APA),16.0,0.05,nan,540,DC Brau Brewing Company,Kinston,NC
1407,1093,Old Detroit,Hefeweizen,12.0,0.05,nan,10,Mother Earth Brewing Company,Portland,NC
1408,1397,Towhead,American IPA,12.0,0.052,11.0,365,Portside Brewery,Salt Lake City,MO
1409,2049,Manayunk IPA,American Amber / Red Ale,16.0,0.05,nan,188,Mother's Brewing,Minneapolis,VT
1410,1952,Train Wreck,American Porter,16.0,0.077,nan,425,Uinta Brewing Company,Salt Lake City,MI
1411,305,Hop Happy,Berliner Weissbier,12.0,0.085,nan,17,Mudshark Brewing Company,Denver,CO
1412,830,Desert Magic IPA,Saison / Farmhouse Ale,12.0,0.085,nan,507,Mudshark Brewing Company,Lake Havasu City,AZ
1413,326,Up River Light,American Amber / Red Lager,16.0,0.042,nan,507,Mudshark Brewing Company,Lake Havasu City,AZ
1414,733,Full Moon Belgian White Ale (2007),Märzen / Oktoberfest,16.0,0.052,nan,82,18th Street Brewery,Louisville,AZ
1415,131,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),12.0,0.065,nan,336,Payette Brewing Company,Grand Rapids,AZ
1416,1598,360° India Pale Ale,Low Alcohol Beer,12.0,0.05,nan,366,Odyssey Beerwerks,Tampa,OK
1417,862,Mustang '33,American Pale Lager,12.0,0.052,nan,512,Mustang Brewing Company,Indianapolis,OH
1418,1520,UFO White,American Pale Lager,12.0,0.04,nan,30,Forgotten Boardwalk,Mustang,OK
1419,2060,Mustang Golden Ale,American Porter,12.0,0.053,nan,262,Mustang Brewing Company,Utica,CA
1420,2198,Washita Wheat,American Pale Wheat Ale,12.0,0.053,14.0,366,21st Amendment Brewery,Tempe,OK
1421,1592,Blacktop Blonde,American Blonde Ale,12.0,0.037,nan,143,Narragansett Brewing Company,Philadelphia,HI
1422,2224,Uncle John's Apricot Apple Cider,American Double / Imperial IPA,16.0,0.048,50.0,143,Narragansett Brewing Company,Hamilton,MI
1423,42,Autocrat Coffee Milk Stout,American Amber / Red Lager,16.0,0.06,20.0,456,Ruhstaller Beer Company,Lake Havasu City,AZ
1424,1291,Narragansett Bohemian Pilsner,Belgian Pale Ale,16.0,0.072,35.0,143,Cigar City Brewing Company,Springfield,TX
1425,2453,Euphoria Pale Ale,Quadrupel (Quad),12.0,0.042,nan,143,Narragansett Brewing Company,Providence,RI
1426,2287,Marblehead,Saison / Farmhouse Ale,16.0,0.063,45.0,417,Hangar 24 Craft Brewery,Grand Rapids,RI
1427,1813,Worthy IPA,American Pale Wheat Ale,16.0,0.042,24.0,143,Narragansett Brewing Company,Providence,IN
1428,1017,Crabtree Oatmeal Stout,American Porter,12.0,0.09,36.0,143,Devil's Canyon Brewery,Providence,RI
1429,104,Freedom Fries,Bock,12.0,0.078,30.0,381,Sun King Brewing Company,Providence,RI
1430,314,Pallavicini Pilsner (2009),American Pale Ale (APA),12.0,0.049,nan,371,Great Divide Brewing Company,Longmont,RI
1431,1283,Undun Blonde Ale,Belgian Pale Ale,16.0,0.053,nan,387,Beer Works Brewery,Portland,OR
1432,1997,Golden Road Hefeweizen,American Porter,16.0,0.074,nan,192,Kona Brewing Company,Denver,OR
1433,1177,Old Grogham Imperial India Pale Ale,American IPA,16.0,0.085,nan,0,Natian Brewery,Woodinville,MI
1434,2410,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,16.0,0.085,nan,387,Great Divide Brewing Company,Salt Lake City,OR
1435,746,Maize & Blueberry,English Brown Ale,12.0,0.067,nan,387,Natian Brewery,Portland,MI
1436,654,Undun Blonde Ale (2012),American Blonde Ale,12.0,0.051,nan,387,Natian Brewery,Grand Rapids,OR
1437,1275,Wick For Brains,English India Pale Ale (IPA),12.0,0.05,nan,337,Nebraska Brewing Company,Oklahoma City,SC
1438,2335,Dog Days Lager,American IPA,12.0,0.065,nan,68,Nebraska Brewing Company,Papillion,TX
1439,389,EOS Hefeweizen,Hefeweizen,12.0,0.048,nan,342,Jackie O's Pub & Brewery,Papillion,MA
1440,1146,Brunette Nut Brown Ale,English Brown Ale,12.0,0.048,nan,337,Madtree Brewing Company,Oklahoma City,NE
1441,596,Iron Butt Red Ale,American Pilsner,12.0,0.07,100.0,84,7 Seas Brewing Company,Tempe,NE
1442,780,County Line IPA,American IPA,16.0,0.065,nan,503,New Republic Brewing Company,San Diego,PA
1443,1757,Trauger Pilsner,German Pilsener,12.0,0.048,nan,325,Uncle John's Fruit House Winery,Philadelphia,CO
1444,2475,Porkslap Pale Ale,American IPA,12.0,0.06,11.0,329,New Belgium Brewing Company,Fort Collins,CO
1445,757,Ranger IPA,American Black Ale,12.0,0.065,21.0,82,New Belgium Brewing Company,Charleston,MN
1446,1987,Shift,American Pale Lager,12.0,nan,29.0,127,New Belgium Brewing Company,Conroe,ID
1447,2127,Sundown,Russian Imperial Stout,12.0,0.052,362.0,82,New Belgium Brewing Company,Fort Collins,IL
1448,1696,White Thai,Cider,12.0,0.048,nan,82,New Belgium Brewing Company,Fort Collins,NY
1449,1766,Black Me Stout,American Amber / Red Lager,12.0,0.052,nan,82,New Belgium Brewing Company,Fort Collins,CO
1450,1707,Firewater India Pale Ale,American Pale Wheat Ale,16.0,0.058,nan,256,Brewery Vivant,Cincinnati,VA
1451,343,Chupahopra,American Double / Imperial IPA,12.0,0.099,nan,399,Miami Brewing Company,Fort Collins,CO
1452,1586,Fat Tire Amber Ale,American IPA,16.0,0.08,nan,82,Four Peaks Brewing Company,Slippery Rock,MA
1453,862,Professor Black,American Pale Lager,12.0,0.055,29.0,193,Ruhstaller Beer Company,Fort Collins,CO
1454,757,Lomaland,American Pale Wheat Ale,12.0,0.04,nan,34,Burn 'Em Brewing,Angola,NJ
1455,1104,Mexican Logger,Fruit / Vegetable Beer,16.0,0.057,44.0,510,New Belgium Brewing Company,Fort Collins,CO
1456,1793,Count Hopula (Vault Series),American IPA,16.0,0.065,30.0,10,New Belgium Brewing Company,Fort Collins,IL
1457,563,Fat Tire Amber Ale,American Brown Ale,12.0,0.078,45.0,82,The Dudes' Brewing Company,Reno,CO
1458,320,Brooklyn Lager (16 oz.),American IPA,12.0,0.065,nan,485,New Belgium Brewing Company,San Luis Obispo,NV
1459,72,Texicali,American IPA,12.0,0.09,nan,82,New Belgium Brewing Company,Fort Collins,MA
1460,1831,Damascene Apricot Sour,American Amber / Red Lager,12.0,0.056,nan,63,New Belgium Brewing Company,Garden City,WI
1461,1417,CEO Stout,Berliner Weissbier,12.0,0.034,nan,421,Twisted X Brewing Company,Nashville,CT
1462,885,Hustle,American IPA,16.0,0.065,nan,524,New England Brewing Company,Woodbridge,OR
1463,884,Jammer,Scotch Ale / Wee Heavy,12.0,0.05,nan,410,New England Brewing Company,Torrance,CT
1464,2187,Clan Warrior,American IPA,12.0,0.05,nan,368,New England Brewing Company,Woodbridge,KY
1465,1319,Topcutter India Pale Ale,Belgian Pale Ale,12.0,0.09,nan,234,Tröegs Brewing Company,Woodbridge,OR
1466,1399,SanTan HefeWeizen (2010),American Double / Imperial IPA,16.0,0.075,nan,410,New England Brewing Company,Woodbridge,VA
1467,2308,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,12.0,0.09,nan,410,Brewery Vivant,Woodbridge,CT
1468,42,Wapiti Amber Ale,Winter Warmer,12.0,0.057,nan,410,Blue Blood Brewing Company,Woodbridge,CT
1469,1272,Testudo,American Pilsner,12.0,0.048,nan,1,Hopworks Urban Brewery,Avon,CT
1470,1068,Lily Flagg Milk Stout,American Amber / Red Lager,12.0,0.05,nan,395,Latitude 42 Brewing Company,Sheridan,CT
1471,1086,Marooned On Hog Island,American IPA,12.0,0.062,nan,400,Cigar City Brewing Company,Santa Cruz,MT
