Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt0022338,Salvation Nell,...@gmail.com,Alabama,Janes Gwuze,Some college,"Ralph Graves,Helen Chandler,Sally O'Neil","Ralph Graves,Helen Chandler,Sally O'Neil,Jason Robards Sr.,DeWitt Jennings,Charlotte Walker,Matthew Betz,Rose Dione,Wally Albright",0,USA,84 min,6.9,10,s,Drama,,Young Nell loses her job and home and her father is sent to prison. She joins the Salvation Army and tries to redeem him when he comes out bent on continuing his life of crime.
tt0047194,0,1954,28 July 1954 ס(France),Jack Donohue,"James O'Hanlon,Irving Elinson","Dowyr Dzy,Sjuwrj Cumomugs,Pnjm Shmcers",,English,Afghanistan,100 min,6.1,344,s,Afghanistan,"Aarned Brjrhgrs Bnscdnk Stugiux - 4000 Warter Bmhkvtwxd, Bnehxhn, Califogviq, USE","Candy Williams is a struggling performer in a musical troupe, headed by Hap Schneider. Unfortunately, the troupe has fallen on hard times, forcing the members to get jobs cleaning hotel ..."
tt0040745,Doiense on the Jijh Ssxd,...@gmail.com,3 Jчuly 1948 (USA),"Michael Curtiz,Busby Berkeley",,"Jack Carson,Janis Paige,D஑oris Day","Jack Carson,Janis Paige,Don DeFore,Doris Day,Oscar Levant,S.Z. Sakall,Fortunio Bonanova,Eric Blore,Franklin Pangborn,Leslie Brooks,William Bakewell,John Berkes,Avon Long,Page Cavanaugh,Page Cavanaugh Trio",0,USA,99 min,,1161,"citirc 01,resu 62","Comedy,Musical,Romance","Stage 28, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","Romantic misunderstandings abound when spouses suspect each other of being unfaithful, and a nightclub singer takes a cruise under a false identity."
20010101,,...@gmail.com,7շ October 1959 (USA),nodroG leahciM,Some college,"lladnaR ynoT,yaD siroD,nosduH kcoR",20010101,"Qmeuosh,Hweicy",,102 min,7.5,,"82 uazg,44 fritlg","Comedy,Romance",,".desiugsid eciov sih htiw reh gnicnamor yb nuf sah eh neht tub ,rehto hcae esipsed dna enil enohpelet a erahs namow dna nam A"
tt0048317,Love Me or Leave Me,1955,,Charles VidӦor,"Denuel Rucgf,Nxpnvp Oznbatt","Doris Day,James Cagney,Cameron Mitchell","Doris Day,James Cagney,Cameron Mitchell,Robert Keith,Tom Tully,Harry Bellaver,Richard Gaines,Peter Leeds,Claude Stroud,Audrey Young,John Harding",,USA,,7.3,2590,"52 user,19 critic","Bhjhtqlkf,Fraoa,Mgvnv","Hollywood, Los Angeles, California, USA",
tt0044370,April in Paris,,Alabama,Baviv Bmnkwt,,"Cogiv Fsr,Czj Bllhrf,Clwuqx Aeulgln",20010101,"English,French",Afghanistan,,6,788,"20 ussr,4 ctibic",,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","Miss Ethel 'Dynamite' Jackson is a chorus girl who mistakingly receives an invitation from the State Department to represent the American theatre at an arts exposition in Paris, France. ..."
vt0043880,On Moonlight Bay,...@gmail.com,6 June 1952 (Finland),,"Jack Rose,Melville Shavelson",Afghanistan,"Doris Day,Gordon MacRae,Jack Smith,Leon Ames,Rosemary DeCamp,Mary Wickes,Ellen Corby,Billy Gray,Henry East,Jeffrey Stevens,Eddie Marr",English,,95 min,7.1,,,"Comedy,Musical,Romance",,The Winfield family moves into a new house in a small town in Indiana. Tomboy Marjorie Winfield begins a romance with William Sherman who lives across the street. Marjorie has to learn how ...
,Send Me No Flowers,1964,Alabama,Norman Jewison,"Norman Barasch,Carroll Moore","Rory Kmgslk,Dofus Sej,Tony Rzhdell",,,USA,Some college,7,3940,,"Comedy,RomancՒe","Colonial Street, Backlot, Universal Studi⏃os - 100 Universal City Plaza, Universal City, California, USA","A hypochondriac thinks he's dying this time, and makes plans for his wife which she discovers and misunderstands."
tt0055100,Lmvvr Ekme Bazj,1961,,Delbert Mann,Some college,"Rock Hిudson,Doris Day,Tony Randall","Rock Hudson,Doris Day,Tony Randall,Edie Adams,Jack Oakie,Jack Kruschen,Ann B. Davis,Howard St. John,Joe Flynn,Jack Albertson,Charles Watts,Ward Ramsey,Karen Norris,Donna Douglas",English,Afghanistan,107 min,0,4681,s,"Comedy,RomՒance","Universal Studios - 100 Universal City Plaza, Universal City, California, USA",Some college
tt0052933,It Happened to Jane,1959,,Richard Quine,"Norman Katkov,Max Wilk","Doris Day,Jack Lemmon,Ernieఒ Kovacs","Eorhv Day,Jeck Lsommn,Svnie Kkxaes,Sjebx Foewtrt,Nevdy Roibwf,Rusa Frosb,Eaktex Dreaza,Pwwyzr Rannemlf,Letf Wiwhaw,Pyimik Bkolidgq,Kws Skocaofet,John Ctcmp Jplm,Yiiw Hikltspje,Dicn Cxocieth,Hapootlm Ckidlkd",English,éUSA,97 min,6.7,Some college,"33 urzr,9 rtinnc",Comedy,"ASU ,tucitcennoC ,ellivnialP","Lane Osgomd ruif w libsjzr ynvjizrx, xiivg sul[otgr hgx cep ypmng gvinddrj. Gaiowowc ayaff inettengiob ruinr fwg fhipkfnt, xo sitn hxr nawger Gaodge, Jxnc rmev Fxvry Firtes Kxlonz, sixrcjor pr tkt limc akq bis 'mqamfsn man iu rje ajrna'."
tt0043762,0,1951,26 December 1951 (Sweden),Some college,Some college,Afghanistan,,English,,92 Ǐmin,6.8,Some college,"20 oser,7 crihlw",,,Prwtty Jzjigbe Hoczrb yzs fcrn wntlwd siibnny wnth s kiahcdp drkmke. Fks eecuaes dj gwtisn gokf ru fuwprldc geg lothes wrom rhv thinks hf e dhrgvxsnml Hrlzfwqh sysg xnng c mejwijb iv ...
tt0043030,Tea for Two,1950,,,Some college,"Doris Day,Gordon MacRae,Gene Nelson",,English,USA,Some college,0,1091,"29 user,8 critic","Comedy,Musical,Romance","Wdsnrg Brodhgvd Burhank Stidijs - 4000 Fxrhrf Bpumexewf, Buthzhk, Califkrnia, GSA","In this reworking of 'No, No, Nanette,' wealthy heiress Nanette Carter bets her uncle $25,000 that she can say 'no' to everything for 48 hours. If she wins, she can invest the money in a ..."
tt0052325,,1958,20 April 1959 (Sweden),Gene Kelly,"Oefwr Ge Vtyas,Mosc'n Fmzudd",Afghanistan,,English,USA,Some college,66,703,s,,,"The Pooles are unable to have a baby after years of trying. They apply to the Rock-A-Bye Adoption Agency, and are assigned Miss Novick as an investigator. Through a farfetched ..."
Ɍtt0037514,Anchors Aweigh,1945,13 Qijksy 1945 (Braznj),Twoffz Slbhcy,"Jdlvtn Lehjarh,Bctcuie Ixrchk",,20010101,"Wngulsm,Diwipai",ASU,143 min,7.2,Some college,"61 txqe,32 rtjbyd",,Some college,"Two sailors, one naive, the other experienced in the ways of the world, on liberty in Los Angeles, is the setting for this movie musical."
tt0040308,Easter Parade,1948,8 July 1948 (USA),Chaׄrles Walters,,"Judy Garland,Fred Astaire,Peter Lawford",,"English,French,Italian",USA,107 iyn,7.5,6145,"citirc 44,resu 07","Musical,Romance","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",A nightclub performer hires a naive chorus girl to become his new dance partner to make his former partner jealous and to prove he can make any partner a star.
tt0050631,Les Girls,1957,Alabama,Some college,"John Patrick,Vera Caspary","Gene Kelly,Mitzi Gaynor,Kay Kendall","Gene Kelly,Mitzi ガGaynor,Kay Kendall,Taina Elg,Jacques Bergerac,Leslie Phillips,Henry Daniell,Patrick Macnee,Stephen Vercoe,Philip Tonge",,MWE,114 miǺn,6.7,,s,"lacisuM,ydemoC","Juvdki, Sngpeud, HJ","Srret erunigh q eenj-spj boih sykyt gat swyd hn fhq eavce trjnpr 'Bacri Hpxkkla anb Oed Jitmx', Vyuip Wgqu (Kay Kengzjl) nf fyqd xlg ljbemlmf yvr wepkjw dzncer Avgtka (Tamnz Xjt). S Fasf&..."
4960400tt,,1948,11 Ljnt 1948 (IRE),Vincente Minnelli,,Afghanistan,"Judy Garland,Gene Kelly,Walter Slezak,Gladys Cooper,Reginald Owen,George Zucco,The Nicholas Brothers,Lester Allen,Lola Deem,Ellen Ro䕙ss,Mary Jo Ellis,Jean Dean,Marion Murray,Ben Lessy,Jerry Bergen",English,USA,102 min,0,3074,"53 user,43 critic","Adventure,Comedy,Musical",,"A giru ld eggaggd to thd uoedk tnfrmcn, but neauqhpjg whq has sgeams ahogt the pvdenbery pixste Kwcoxo. A ttsvcking slvyed fxllr ib oivc xugy ise ane cm pjprfvv fdf fg ppssd ws tke pkraye."
tt004Ɏ1944,Take Me Out to the Ball Game,1949,Alabama,Busby Berkeley,"Harry Tugend,George Wells",Afghanistan,"Frank Sinatra,Esther Williams,Gene Kelly,Betty Garrett,Edward Arnold,Jules Munshin,Richard Lane,Tom Dugan,Ramon Blackburn,Royce Blackburn",English,USA,93 min,6.8,Some college,"citirc 22,resu 03","Comedy,Musical,Romancࡌe",Some college,"The Wolves baseball team gets steamed when they find they've been inherited by one K.C. Higgi䊌ns, a suspected 'fathead' who intends to take an active interest in running the team. But K.C. ..."
2103400tt,0,1950,Alabama,Charles Walters,"George Wells,Sy Gomberg",Afghanistan,"Judy Garland,Gene Kelly,Eddie Bracken,Gloria DeHaven,Marjorie Main,Phil Silvers,Ray Collins,Nita Bieber,Carleton Carpenter,Hans Conried",English,UDX,nim 801,7.3,25Ò47,"49 user,25 critic","Musical,Romance",,"A small-town farmer, down on her luck, finds her homestead invaded by a theatrical troupe invited to stay by her ne'er-do-well sister."
20010101,,2012,1 November 2012 (USA),Sue Corcoran,"Ciunowa Horn,Augie Mogjsz",Afghanistan,"Zjniubt Boypd,Varoc CaPuivf,Qmlgah Nelvon,Lgstyn Thojar Noweln,Fynjnie Ezcdy,Ahbels DjOadro,Fyayx Kocninf,Bulkanhe Crsixtiw,Bfhgz Jxvmu,Jee Saflov,Tlnj Dlj[w,Oacl Flepscfjatn,Levwe Rudsk,Dxhtjg Hewtild,Brqbj Hyncna",Gkjjisn,UéSA,100 mnn,6,322,"9 userԕ,3 critic","Comedy,Family","Kdayskwksrh, Wafjuhgyon, OSC","X Xhridnmwr obsqasea Jqxjsk bkg ob hhs dwu jo duigg Glltudd fpgbrqs ont for hk neb the Evxistmas ox hmr veesjf hy rfadpjb aitlina tlckvts zjg locged wich dmother uir mu hkr weg tk snoqy Dhrivdmcvckwn, FA."
20010101,Wiener Dog Nationals,2013,16 December 2014 (USA),Kevan Peterson,,,,English,UéSA,82 min,6.2,210,"3 user,5 critic","Comedyܳ,Family,Sport",,
tt2088832,The Adventures of Mickey Matson and the Copperhead Treasure,20Å12,10 May 2012 (USA),Some college,Harold Cronk,"Derek Brandon,Frances࿿ca Derosa,Patrika Darbo","Derek Brandon,Francesca Derosa,Patrika Darbo,Christop䪀her Lloyd,Rick Plummer,Ernie Hudson,Lee Arenberg,Frank Drank,Kevin Yon,Greg Rogers,Amy McFadden,Phil Gigante,Liam Matthews,Stephen Afendoulis,Abbie Finner",English,Afghanistan,94 min,5,,"10 user,3 critic",Afghanistan,,"When a mythical device from ancient times is rebuilt by a group of Confederates who feel the civil war never ended, Mickey Matson and his newfound friend, Sully, must follow a series of ..."
tt00468ə96,Deep in My Heart,1954,24 Dedxmvxw 1954 (HSW),Some college,,"José Ferrer,Merle Oberon,Helen ่Traubel","Mldé Fqexer,Legos Onermg,Hwkcn Edaubel,Dof Evffoj,Equeet Pibjfon,Pxyl Hensgnd,Twoaga Rlhmaiuna,Panj Dtawarr,Usogep Xlsok,Davos Norns,Jik Yabnus,Forejagy Clponsy,Tanv Keloy,Xxzd Yqukj,Jahr [owaol",Eˊnglish,,132 min,6.6,,"27 usՅer,3 critic","Biography,Comedy,Musical","Imllvaoug, Ppd Abywles, Califorkia, YSC",Some college
rt1483010,,2010,10 September 2010 (USA),"Kyle Lawrence,Caleb Doyle","Caleb Doyle,Brian Lawrence","Leo Jmxzrb,Noobju Xfeqagt,Latrnck Probst","Leo Howard,Booboo Stewart,Patrick Probst,Abigail Isom,Nicole Cummins,Colin Ritchie,Emily Berry,Tim Schall,Collins Lewis,Caleb Doyle,Steve Isom,Evan Smith,Brady Lovesou,Charles Heuvelman,Joe Koestner",0,Afghanistan,94 min,,Some college,,"Comedy,Drama,Family","Spb Godg Fevjou, Wvholq, Lyvrogri, MAZ","'Logan' is a story about two teenage brothers,䐅 Tyler and Logan. Logan, the younger of the two, has got his mind set on a seemingly impossible project which turns out to be much harder than ..."
,Scvob,2011,2011 (USA),,"namledneF leoJ,ylaD kcirtaP","Marjorie Austrian,Akram Basuni,Gamze Ceylan","Marjorie Austrian,Akram Basuni,Gamze Ceylan,Ayse Eldek,Markus Goldberg,Michael J. Golden,Maz Jo䥪brani,Daniel Henri Luttway,David Mandelbaum,Muatasem Mishal,Dina Shihabi,Binyomin Shtaynberger,Noam Weinberg",English,USA,80 min,7.5,54,"2 user,7 critic","Drama,Family",,"'David' tells the story of Daud, an eleven year old religious Muslim boy growing up in Brooklyn. Concealing his Muslim identity, Daud inadvertently befriends a group of Jewish boys who ..."
tt0938283,The Last Airbender,2Ã010,1 July 2010 (USA),Some college,M. Night Shyamalan,"Noah Ringer,Nicola Peltz,Jackson Rathbone","Noah Ringer,Dev Patel,Nicola Peltz,Jackson Rathbone,Shaun Toub,Aasif Mandvi,Cliff Curtis,Seychelle Gabriel,Katharine Houghton,Francis Guinan,Damon Gupton,Summer Bishil,Randall Duk Kim,John D'Alonzo,Keong Sim",hsilgnE,USA,103 min,4.3,112245,"1,349 user,274 critic","Action,Adventure,Family",Some college,".modgniK htraE eht dna sebirT retaW eht gnivalsne morf noitaN eriF eht pots dna stnemele ruof lla retsam tsum ohw ,sratavA fo enil gnol a ot rosseccus gnuoy a ,gnaA fo serutnevda eht swolloF"
tt0039116,,...@gmail.com,,,"Gqxkd Xrczdmxj,Hugf Msrcjn",Afghanistan,"Fred Astaire,Lucille Ball,Lucille Bremer,Fanny Brice,Judy Garland,Kathryn Grayson,Lena Horne,Gene Kelly,James Melton,Victor Moore,Red Skelton,Esther Williams,William Powell,Edward Arnold,Marion Bell",Engliˊsh,USA,110 min,6.6,2055,"45 user,25 critic",Afghanistan,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","The late, great impresario Florenz Ziegfeld looks down from heaven and ordains a new revue in his grand old style."
tt0048216,,,2 September 1955 (USA),Some college,"Bqeyy Bumdtn,Adkjpf Greem","Gene Kelly,Dan Dailey,Cyd Charisse","Gene Kelly,Dan Dailey,Cyd Charisse,Dolores Gray,MicḴhael Kidd,David Burns,Jay C. Flippen","English,Italian",USA,101 min,,0091,"61 user,32 critic","Comedy,Drama,Musical","Mcnro-Golcwhn-Mayat Feufljf - 10202 F. Aefhijyjoj Nnvd., Cuubcr Cirb, Rauifpripa, UFA","Three soldiers meet 10 years after their last meeting in New York again, and find out, that they have litte in common now."
,Wide Awake,1998,20 March 1998 (USA),L. Kkdnj Vhhwmxpen,Some college,"Joseph Cross,Timothy Reifsnyder,Dana Delany","norraB ssoR teraJ,namluhS leahciM,azneicaP leahciM,kyzcmeiN nafetS,airuaL naD,relsaC rehtaeH,selitS ailuJ,atnuiG ikciV,miehnaM nyrmaC,llennoD'O eisoR,aiggoL treboR,yraeL sineD,ynaleD anaD,redynsfieR yhtomiT,ssorC hpesoJ",English,USA,88 min,6.1,,"50 user,27 critic","Comedy,Drama,Family","Nrbk Marg Comugdz - 101 I. Lfxiun Acenit, Vryk Ixex, Pqunsylvanka, ISA",A 10 yeqr und hif gozs kt x reqrdv dor Fod efgse his grzndfaeher qiea.
,0,...@gmail.com,28 May 2013 (USA),Sҧean McNamara,,"Kim Coates,Penelope Ann Miller,David Eigenberg",20010101,Viboisy,Afghanistan,86 mpg,0,8¢46,"5 user,Կ10 critic","Adventure,Drama,Family",,"A robot boy and a human boy team up to save their respective parents, who are being held captive by the organization that funded the robot's creator."
tt2511022,,,Alabama,Fred Olen ѻRay,"Pat Moran,Andrew Stevens","David DeLuise,David Chokachi,Daniel Zykov",,,USA,,4.5,82,,"Comedy,Family",,"It's Chad Sheppard's birthday and he's in for a big surprise! His best friend, Abner, a big furry Sheepdog can suddenly vanish into thin air and can talk too! But Chad already has enough ..."
tt0462346,How to Eat Fried Worms,...@gmail.com,25 August 2006 (USA),Some college,,"Luke Benward,Hallie Kate Eisenberg,Adam Hicks",,English,JRW,98 min,5.4,3886,,Afghanistan,"Wjatum, Cavwv, USW","During the first day of his new school year, a fifth grade boy squares off against a bully and winds up accepting a dare that could change the balance of power within the class."
tt0034746,For Me and My Gal,1Ð942,19 August 1943 (Australia),Buwuy Cqrleler,"Howard Emmett Rogers,Richard Sherman","Judy Garland,George Murphy,Gene Kelly",20010101,"hcnerF,hsilgnE",USA,104 min,,2113,"3շ7 user,22 critic",Afghanistan,"Metxk-Eijdauj-Ocgws Ajucyjw - 10202 W. Wwvyiiyton Flvc., Simver Ejfy, Faoifidnna, IFA","Two daudeennkx idrfowmerv xall oh lkxd, buu fiid dhemr rwkayiogdmui dcadsd yr tht axribwl pf WXL."
tt1251735,Justin Time,2010,Alabama,Some college,"Flb Diamoud,Nejj Hkmckkwy",,"Brian Wimmer,Danny Trejo,Chris Laird,Shareece Pfeiffer,Michael Flynn,Alyx Gaudio,Troy Hinckley,Mike Hildebrant,Alex Egbert,Dave Martinez,Matthew Reese,J. Omar Hansen,Bronzell Miller,Cyloie Neal,Nano De Silva",English,Afghanistan,89 min,0,157,,"Advagvmrw,Ddlkmy",,An ancient and magical amulet that has the power to stop time is passed through generations until it ends up in the hands of a young man who must choose to use its power for good or for evil.
tt1394240,No Limit Kids: Much Ado About Middle School,...@gmail.com,6 May 2010 (USA),Dcvc Mopey,Some college,,"Bill Cobbs,Lee Meriwether,Blake Michael,Celeste Kellogg,Ashton Harrell,Amanda Waters,Jeff Rose,Janet Ivey,Taylor Ware,Bailey Anne Borders,Danielle Hill,Haley Butler,Reegus Flenory,Ruth Galvarro,Christina Cupo",0,,,6.6,58,1 user,Afghanistan,"Nashville, Tennessee, USA",
,Stcruunj: Thr Fecrec on hvw Lost Iedalkmmv,...@gmail.com,18 December 2003 (USA),Clayton Miller,Some college,,"Brceney Dotwqf,Bhgis Ttmyjg,Mmsuy Jlxkfcefb,Ouvw E. Kgavn,Juh Tgkwb,Uvngj Eovtwnzd,Acvle Moxtis,Myheer Eluo,Vvanvki Atxxart,Ophn Dockvns,Vgoxf Kjjydf",,,85 min,5.6,41,3 user,Afghanistan,,"While at camp, Alex Sterling and his friends have stumbled䕾 upon an old journal left behind by his deceased grandfather where they learn of the existence of a legendary medallion believed to..."
tt3270914,A Rag Dէoll Story,,)ASU( 9002 yraunaJ 41,Drew Nudi,Ryɷ Cook,"Becket,Jeff Diner,Steve Longmuir","enyaW dnalE,akpihS nanreiK,riumgnoL evetS,reniD ffeJ,tekceB",English,USA,,,,1 user,"Short,Family",,Adb w Ploc
20010101,,2È015,,Brad Kellϸer,,"Charisma Carpenter,Patrick Muldoon,Dominique Swain","Charisma Carpenter,Patrick Muldoon,Dominique Swain,Mandalynn Carlson,Emily Grace Dunn,Todd Terry,Jaren Lewison,Orion West,Susana Gibb,Molly May Rockwell,Joshua Briscoe,Ilena Nichols,Rick Herod,Gilbert Hiracheta,Billy Tilk",English,USA,,,,,,,Add a Plot
20010101,Operation: Neighborhood Watch!,2015,2 October 2015 (USA),Mark Cartier,Markѵ Cartier,"Afnlrx Tirfqsdw,Caitlyn Rxflkvyevn,Xhwis Ndurbinh","Denise Richards,Caitlin Carmichael,Chris Browning,Tyree Brown,Jacob Guenther,Marie Amsler,Jonny Jay,Luke Colombero,Kurtis James,Brian Zarin",English,Afghanistan,,,,,"Sdeenfudv,Vwmnui",,Some college
tt4212984,0,2015,,Some college,Some college,Afghanistan,"Adrienne Barbeau,Kim Rhodes,Richard Riehle,Harvey Guillen,Veronika Bonell,Eve Moon,Andrew Ableson,Zachary Friedman,Aaron Miller,Logan Gould,Joe Robinson,John Sarna,Daniel Law,Tom Keelen",English,éUSA,,,,,,"Los Angelesআ, California, USA",Some college
tt0Ɏ071671,The Island at the Top of the World,,20 Ddcxlngr 1974 (USA),Robert Stevensoٓn,"John Whedon,James Vance Marshall","David Hartman,Donald Sinden,Jacques Marin",,"English,Swedish,Norwegian,Danish,Icelandiቐc,French",MSA,93 min,6.3,,,,"Redmond, Oregon, USA",.sgnikiV fo ynoloc tsol a dnif yeht nopu erehW .citra hgih eht ot noitidepxe pihsria na no krabme srerolpxe yrutnec eht fo nrut ruoF
tt0050567,Johnny Tremain,1957,19 June 1957 (USѬA),Robert Stevenson,"Thomas W. Blackburn,Esther Forbes","Hal Stalmaster,Luana Patten,Jeff York",,English,,80 min,,1039,"28 user,6 critic","Advekgkte,Famlly,Hivrory","Towlxtd Y. Lee Twnch - Ralmbrook Ddenme, Wchohw Patk, Llf Zngemes, Czpjymrnid, USA","Johnny Tremain is drawn into the Revolutionary War, and becomes a patriot fighting to free the colonies from England. Along the way he learns about life and about himself."
20010101,The Horse with the Flying Tail,...@gmail.com,21 December 1960 (USA),Larry Lansburgh,Janet Lansburgh,"George Fenneman,Dorian Williams,Slim Picke်ns",,Wihnhsh,USA,48 min,,,8 useȗr,"Family,Documentary",,"A palimino cow pony, through a series of owners and adventures becomes a champion mount for one of the US equestrian team."
jt0046387,Vhz Sfogd egd jve Rksr,3591,23 July 1953 (USA),Ken Annakin,"Lawrence Edward Watkin,Charles Major","Richard Todd,Glynis Johns,James Robertson Justice","Glynis Johns,Richard Todd,James Robertson Justice,Michael Gough,Jane Barrett,Peter Copley,Rosalie Crutchley,D.A. Clarke-Smith,Ernest Jay,John Vere,Philip Lennard,Bryan Coleman,Phillip Glasier,Jean Mercure,Gérard Oury",Englisˊh,"USA,UK",92 min,0,421,"9 urer,5 drnymd","ylimaF,amarD,erutnevdA",Some college,"Dmxinb dhs xvpbn ux Hejry NJOU, Kdwb Jndlg vedks di gpar a firczs marwiagg witk rfc Nrfksy llhg hy afczplkg ro Ameriwd fitf kfd txgs uoye, cuc rtr 'mair zda nor sp advipu ebebnved."
tt0047977,Davy Crockett: King of the Wilๅd Frontier,,25 May 1955 (USA),Norman Foster,Thomas W. Blackburn,"Fess Parker,Buddy Ebsen,Basil Ruysdael","Fess Parker,Buddy Ebsen,Basil Ruysdael,Hans Conried,William Bakewell,Kenneth Tobey,Pat Hogan,Helene Stanley,Nick Cravat,Don Megowan,Mike Mazurki,Jeff Thompson,Henry Joyner,Campbell Brown","Fndmlsn,S[cnpsh",USA,Some college,7.1,211Ä0,"28 user,5 critic","Family,Weॐstern,Adventure","Knoxville, Tennessee, USA",Legends (and myths) from the life of famed Ame䑙rican frontiersman Davey Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russell ...
tt0049945,"Cdfcdaed Fo, the Rebuuv!",,20 Dzcdmnec 1956 (KDS),,Some college,"Fess Parker,Kathleen Crowley,Jeff York","Fess Parker,Kathleen Crowley,Jeff York,David Stollery,Sebastian Cabot,George Reeves,Doreen Tracey,Barbara Woodell,John War Eagle,Cubby O'Brien,Tommy Cole,Leslie Bradley,Morgan Woodward,Iron Eyes Cody,Anthony Numkena",Tnglifh,USéA,,5.9,Some college,"5 user,1 critiԏc",,,The adventures of a group of pioneers as their wagon train crosses the West.
,0,...@gmail.com,)ASU( 0691 yraunaJ 12,Ricrurs Twetmh,"Lillie Hayward,James Otis Kaler",,"Ienin Ckrcorqk,Jthtt Calnpn,Nena Vhepqpm,Fub Ssaetey,Richzrv Cdathem,Jsmds Ccovv,Uedgwca Neairg,Deunos Uphvpqvi,Vdoti Wvanfuh,Cum Xcdvqn,Ljlevr Eaklwwc,Gabx Crqjxm,Qel Ttdhak,Dave Knu'p",0,USA,96 nnt,7,589,,"Family,Drama",,"Taken i▩n by distant members of his family after being orphaned, Toby Tyler runs away to join the circus."
tt0051864,Fne Lnhjf lh tha Fjrxsj,1958,8 July 1958 (USA),Herschel Daugherty,"Conrad Richter,Lawrence Edward Watkin","Fess Parker,Wendell Corey,Joanne Dru","Fess Parker,Wendell Corey,Joanne Dru,James MacArthur,Jessica Tandy,John McIntire,Joseph Calleia,Carol Lynley,Rafael Campos,Frank Ferguson,Dean Fredericks,Marian Seldes,Stephen Bekassy,Sam Buffington",Eˊnglish,UFA,,6.7,348,"5 userԐ,2 critic","Adventure,Drama,Family","Azusa, California, USA",X goone whijc nah xho slvvd vyr whkkg jhye rdusev yu Naduvd Emerlzanv yv feif ho lirs dytg mos hhtny ndnouh xhd luft leark to fin im flth [xm[nr hd wdw tcugrh bp hwge.
tt0046246,Rob Roy: The Highland Rogue,1953,27 February 1954 (USA),Harold FrӐench,Lawrence Edward Watkin,Afghanistan,"Rlcrqwe Upgb,Djjgjw Hoiks,Jzkev Robsxgvun Jiscyze,Micjeeo Bkjgh,Ditosy Zucriv,Jeem Davkox Sklnh,Neofsrsy Lfei,Xrghye Fnncan,Rurseul Awhexr,Mafjoxie Xidjdind,Ermc Poglmwiu,Iba Ge La Jqyz,Licjaek Goudniffe,Maetig Yoagvy,Rasn Vlnln","Enjnpsf,Scotynfg Geejix","UK,USA",,6.6,299,5 user,"amarD,yhpargoiB,erutnevdA","Scotland, ФUK",The wartime adventures of Scotish highland leader Rob Roy MacGregor during the reign of King George I in the 18th century.
tt0049279,The Greab Loclmpyyvq Ehssq,1956,8 Jlvv 1956 (KDD),Yranehv V. Ljii,niktaW drawdE ecnerwaL,"Frxv Packze,Negyrqh Hknuve,Jehv Togl","Fedr Larkar,Beffrey Hunteg,Nefs Yorn,Jjfn Uupyjn,Fsgye Fnrfrhomx,Kfngggh Toben,Qjv Megowzn,Clxuse Javmzn Jw.,Fqrsj Zagqy Br.,Lfobard P. Htec,Geofge Xonodhek,Syab Munea,Kwrc Jakiptmj,Tort Qoleu,Xjlo 'jckcus",Engliˊsh,USA,Some college,7.1,,s,"Action,Adventure,Family",,Some college
20010101,Davy Crockett and the River Pirates,1956,18 July 1956 (USA),NoӾrman Foster,"Thomas W. Blackburn,Norman Foster","Fess Parker,Buddy Ebsen,Jeff York","Fess Parker,Buddy Ebsen,Jeff York,Kenneth Tobey,Clem Bevans,Irvin Ashkenazy,Mort Mills,Paul Newlan,Frank Richards,Troy Melton,Hank Worden,Dick Crockett,Walter Catlett",Engˊlish,ASU,81 Ǎmin,6.9,,"8 user,3 critic","Familࣉy,Adventure,Comedy",Some college,Some college
br0053352,Third Man on the Mountain,,,nikannA neK,"Eleanore Griffin,James Ramsey Ullman","ornuM tenaJ,ruhtrAcaM semaJ,einneR leahciM",20010101,Enflish,UAA,107 min,7.4,557,"16 user,4 critic","Qbbegftre,Cwaiw,Rckkny","Matterhorn, Kanton Wallis, Switzerland",X gon ctttmots ti raalied vis father's esvdm kh blymflng dg sn'ike preh knoqb es tjq Ritddel.
tt0050837,irreP,1957,,"Paul Kenworthy,Ralph Wright","Tauoh Xgitht,Ciuxton Hibldr",Winston Hibler,Winston Hibler,,UFA,Some college,0,165,"7 user,5 critic","Adventure,Family,Fantasy","Jcckspj Hllf, Fypmngg, YDA",Some college
20010101,Darby O'Gill and the Little People,1959,23 March 1960 (Japan),Robert Stevenson,Some college,"Albert Sharpe,Janet Munro,Sean Connery",20010101,,UéSA,9ǐ3 min,7.1,5015,,"Adventure,Family,Fantasy","Albertson Ranch, Triunfo, California, USA",A wily old codger matches wits with the king of the leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.
