model,make,type,year,condition,wheelDrive,doors,engine
sable,mercury,sedan,2002,used,fwd,4,3.0lv6
mariner*,mercury,suv,2011,new,fwd,4,3.0lv6
mariner,mercury,suv,2011,new,fwd,4,3.0lv6
mountaineer,mercury,suv,2006,used,awd,4,4.6lv8
mariner,mercury,suv,2010,used,4x4,4,2.5li4
cougar,mercury,coupe,2001,used,fwd,2,2.5lv6
milan,mercury,sedan,2010,new,fwd,4,3.0lv6
sable,mercury,sedan,2008,used,fwd,4,3.5lv6
sable,mercury,wagon,1998,used,fwd,4,3.0lv6
sable,mercury,sedan,2008,used,fwd,4,3.5lv6
milan,mercury,sedan,2007,used,fwd,4,3.0lv6
milan,mercury,sedan,2007,used,fwd,4,2.3li4
mariner,mercury,suv,2010,used,4x4,4,2.5li4
milan,mercury,sedan,2007,used,fwd,4,2.3li4
milan,mercury,sedan,2007,used,fwd,4,2.3li4
mountaineer,mercury,suv,2010,new,awd,4,4.0lv6
mountaineer,mercury,suv,2004,used,awd,4,4.0lv6
mountaineer,mercury,suv,1997,used,4x4,4,5.0lv8
mountaineer,mercury,suv,2005,used,awd,4,4.0lv6
mariner,mercury,suv,2005,used,fwd,4,3.0lv6
mariner,mercury,suv,2010,used,4x4,4,2.5li4
villager,mercury,minivan,1997,used,fwd,3,3.0lv6
mariner,mercury,suv,2008,new,fwd,4,3.0lv6
mountaineer,mercury,suv,2002,used,awd,4,4.6lv8
cougar,mercury,coupe,2000,used,fwd,2,2.5lv6
sable,mercury,sedan,2000,used,fwd,4,3.0lv6
montego,mercury,sedan,2006,used,fwd,4,3.0lv6
sable,mercury,sedan,1998,used,fwd,4,3.0lv6
mountaineer,mercury,suv,2005,used,awd,4,4.6lv8
milan,mercury,sedan,2007,used,fwd,4,3.0lv6
mariner,mercury,suv,2009,used,fwd,4,3.0lv6
mountaineer,mercury,suv,2007,used,awd,4,4.0lv6
montego,mercury,sedan,2007,used,awd,4,3.0lv6
mountaineer,mercury,suv,2008,used,awd,4,4.0lv6
mariner,mercury,suv,2010,used,4x4,4,2.5li4
milan,mercury,sedan,2007,used,fwd,4,3.0lv6
mariner,mercury,suv,2009,used,fwd,4,2.5li4
milan,mercury,sedan,2008,used,fwd,4,3.0lv6
mountaineer,mercury,suv,2000,used,4x4,4,4.0lv6
mariner,mercury,suv,2011,new,4x4,4,3.0lv6
milan,mercury,sedan,2007,used,fwd,4,3.0lv6
montego,mercury,sedan,2007,used,fwd,4,3.0lv6
mountaineer,mercury,suv,2003,used,awd,4,4.0lv6
sable,mercury,sedan,2004,used,fwd,4,3.0lv6
mariner,mercury,suv,2008,used,fwd,4,3.0lv6
sable,mercury,sedan,2008,used,fwd,4,3.5lv6
mariner,mercury,suv,2009,used,fwd,4,2.5li4
sable,mercury,sedan,2002,used,fwd,4,3.0lv6
milan,mercury,sedan,2011,new,fwd,4,2.5li4
milan,mercury,sedan,2011,new,fwd,4,3.0lv6
mariner,mercury,suv,2007,used,4x4,4,3.0lv6
mountaineer,mercury,suv,2007,used,awd,4,4.0lv6
milan,mercury,sedan,2010,used,fwd,4,2.5li4
marinerhybrid,mercury,suv,2007,used,4x4,4,2.3li4
milan,mercury,sedan,2007,used,fwd,4,2.3li4
mariner,mercury,suv,2008,used,4x4,4,3.0lv6
milan,mercury,sedan,2010,used,fwd,4,3.0lv6
sable,mercury,wagon,1999,used,fwd,4,3.0lv6
mariner,mercury,suv,2009,used,fwd,4,2.5li4
mariner,mercury,suv,2008,used,fwd,4,3.0lv6
mariner,mercury,suv,2008,used,4x4,4,3.0lv6
milan,mercury,sedan,2008,used,fwd,4,2.3li4
mariner,mercury,suv,2010,new,4x4,4,3.0lv6
montego,mercury,sedan,2007,used,fwd,4,3.0lv6
milan,mercury,sedan,2010,used,fwd,4,3.0lv6
mariner,mercury,suv,2008,used,fwd,4,2.3li4
mariner,mercury,suv,2008,used,fwd,4,3.0lv6
mariner,mercury,suv,2008,used,4x4,4,3.0lv6
mariner,mercury,suv,2010,used,4x4,4,2.5li4
mariner,mercury,suv,2008,used,4x4,4,3.0lv6
mariner,mercury,suv,2008,used,4x4,4,3.0lv6
mariner,mercury,suv,2011,used,fwd,4,2.5li4
sable,mercury,wagon,2003,used,fwd,4,3.0lv6
sable,mercury,wagon,2003,used,fwd,4,3.0lv6
marinerhybrid,mercury,suv,2006,used,4x4,4,2.3li4
sable,mercury,wagon,1999,used,fwd,4,3.0lv6
coopers,mini,hatchback,2005,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2010,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2006,used,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2003,used,fwd,2,1.6li4
coopers,mini,hatchback,2010,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,3,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2004,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,convertible,2007,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2003,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,used,fwd,2,1.6li4
coopercountryman,mini,suv,2011,new,fwd,4,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2004,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2006,used,fwd,2,1.6li4
coopers,mini,convertible,2010,new,fwd,2,1.6li4
cooper,mini,hatchback,2008,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2009,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2005,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2006,used,fwd,2,1.6li4
coopercountryman,mini,suv,2011,new,fwd,4,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper*,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2009,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2010,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopercountryman,mini,suv,2011,new,fwd,4,1.6li4
coopers,mini,convertible,2009,used,fwd,2,1.6li4
coopers,mini,convertible,2010,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,convertible,2005,used,fwd,2,1.6li4
cooperclubman,mini,wagon,2008,used,fwd,3,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooperclubman,mini,wagon,2010,used,fwd,3,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2008,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooper*,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopercountryman,mini,suv,2011,new,fwd,4,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2003,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2008,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2009,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2007,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2005,used,fwd,2,1.6li4
coopers,mini,hatchback,2008,used,fwd,2,1.6li4
cooper,mini,hatchback,2003,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2008,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2007,used,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooperclubman,mini,wagon,2009,used,fwd,3,1.6li4
cooper,mini,hatchback,2004,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2006,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,3,1.6li4
coopers,mini,hatchback,2010,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper*,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2009,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2006,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2010,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2005,used,fwd,2,1.6li4
cooper,mini,hatchback,2006,used,fwd,2,1.6li4
cooperclubman*,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2003,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers*,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2004,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2002,used,fwd,2,1.6li4
coopers,mini,hatchback,2007,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,convertible,2009,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2009,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2009,used,fwd,3,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2007,used,fwd,2,1.6li4
coopers,mini,hatchback,2008,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2006,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2007,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2006,used,fwd,2,1.6li4
cooper,mini,hatchback,2007,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2005,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers*,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers*,mini,hatchback,2007,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,convertible,2009,used,fwd,2,1.6li4
coopers,mini,hatchback,2005,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2005,used,fwd,2,1.6li4
coopers,mini,convertible,2005,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2006,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2008,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopercountryman,mini,suv,2011,new,fwd,4,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper*,mini,hatchback,2006,used,fwd,2,1.6li4
cooper,mini,hatchback,2004,used,fwd,2,1.6li4
coopers,mini,hatchback,2010,new,fwd,2,1.6li4
coopercountryman,mini,suv,2011,new,fwd,4,1.6li4
coopercountryman,mini,suv,2011,new,fwd,4,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2009,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2006,used,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2007,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers*,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2007,used,fwd,2,1.6li4
cooper,mini,hatchback,2002,used,fwd,2,1.6li4
coopers,mini,hatchback,2006,used,fwd,2,1.6li4
cooper,mini,hatchback,2006,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2009,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2006,used,fwd,2,1.6li4
cooper,mini,hatchback,2005,used,fwd,2,1.6li4
coopers,mini,hatchback,2006,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,5,1.6li4
cooperclubman,mini,wagon,2010,used,fwd,3,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2009,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2008,used,fwd,2,1.6li4
coopers,mini,hatchback,2009,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,3,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2008,used,fwd,3,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2006,used,fwd,2,1.6li4
coopers,mini,hatchback,2007,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2006,used,fwd,2,1.6li4
coopers,mini,hatchback,2007,used,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,convertible,2005,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2008,used,fwd,2,1.6li4
cooper,mini,hatchback,2005,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2007,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2007,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2007,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2007,used,fwd,2,1.6li4
coopers,mini,convertible,2009,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,convertible,2005,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2006,used,fwd,2,1.6li4
cooperclubman*,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2008,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2006,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooper,mini,hatchback,2009,used,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2010,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2003,used,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper*,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2009,used,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2009,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,hatchback,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper,mini,hatchback,2011,new,fwd,2,1.6li4
coopers,mini,convertible,2011,new,fwd,2,1.6li4
cooper*,mini,hatchback,2007,used,fwd,2,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
cooperclubman,mini,wagon,2011,new,fwd,3,1.6li4
